ch01.sql 508
ch02.sql 792
ch03.sql 397
ch04.sql 320
ch05.sql 468
ch06.sql 253
ch07.sql 760
ch08.sql 746
ch09.sql 558
ch10.sql 496
ch11.sql 582
ch12.sql 561
ch13.sql 379
ch14.sql 330
ch15.sql 461
ch16.sql 438
ch17.sql 383
ch18.sql 405
ch19.sql 877
ch20.sql 714
ch21.sql 594
ch22.sql 576
